Case Number,Product Info,Case Owner,VENDOR,Case Origin,Customer Request,Type Leve 1,Type Level 2,Type Level 3,Cloesed Date,1-CR,2-CSAT,3-DSAT Reason,4-Satisfaction Driver,5-Open Suggestion,Work Order,SN,Service Center,Service Type,month,week,dayweek
CASE004088,Product C,Agent_033,NOT TP,Web,Individual,Technical,Other,Question,2024-08-21,,,,,,,,,,agosto,34,Wednesday
CASE004089,Product B,Agent_003,TP,Phone,Individual,General,Account,Installation,2024-08-28,,,,,,WO9575,,,,agosto,35,Wednesday
CASE004090,,Agent_028,NOT TP,Web,Business,General,Hardware,Error,2024-09-11,,,,,,,,,Express,septiembre,37,Wednesday
CASE004091,Product A,Agent_034,NOT TP,Email,Individual,Technical,Account,Error,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE004092,,Agent_026,TP,Email,Business,General,Software,Question,2024-09-28,,,,,,,,,,septiembre,39,Saturday
CASE004093,,Agent_031,NOT TP,Email,Individual,General,Account,Question,2024-07-29,,,,,,,,,,julio,31,Monday
CASE004094,Product B,Agent_045,TP,Email,Business,Technical,Account,Installation,2024-08-08,,,,,,,,,,agosto,32,Thursday
CASE004095,Product A,Agent_007,NOT TP,Web,Business,Billing,Hardware,Installation,2024-09-26,,,,,,,,,Express,septiembre,39,Thursday
CASE004096,,Agent_029,NOT TP,Phone,Individual,Billing,Other,Configuration,2024-07-11,,,,,,,,,Standard,julio,28,Thursday
CASE004097,Product C,Agent_032,TP,Chat,Business,Billing,Account,Configuration,2024-09-22,,,,,,,,,,septiembre,38,Sunday
CASE004098,,Agent_016,TP,Chat,Individual,Technical,Hardware,Question,2024-09-22,,,,,,,,,Premium,septiembre,38,Sunday
CASE004099,Product C,Agent_006,NOT TP,Chat,Individual,Billing,Software,Installation,2024-07-05,,,,,,,,,Premium,julio,27,Friday
CASE004100,Product C,Agent_036,TP,Chat,Individual,Technical,Other,Installation,2024-07-12,,,,,,,,,,julio,28,Friday
CASE004101,Product C,Agent_049,NOT TP,Email,Individual,Technical,Software,Question,2024-08-21,,,,,,,,,,agosto,34,Wednesday
CASE004102,Product C,Agent_001,NOT TP,Web,Business,General,Other,Question,2024-08-18,,,,,,,,,,agosto,33,Sunday
CASE004103,,Agent_045,NOT TP,Web,Business,General,Account,Error,2024-08-18,,Very satisfied,,,,,,,,agosto,33,Sunday
CASE004104,Product A,Agent_047,TP,Chat,Individual,Billing,Account,Question,2024-09-09,,,,,,,,Center A,,septiembre,37,Monday
CASE004105,,Agent_027,NOT TP,Chat,Individual,Technical,Other,Error,2024-08-30,,,,,,,,,,agosto,35,Friday
CASE004106,,Agent_014,NOT TP,Phone,Individual,Billing,Software,Configuration,2024-07-08,,,,,,,,,Standard,julio,28,Monday
CASE004107,Product B,Agent_009,TP,Phone,Individual,Billing,Software,Question,2024-09-20,,,,,,,,,Premium,septiembre,38,Friday
CASE004108,,Agent_023,NOT TP,Phone,Individual,General,Software,Question,2024-07-02,,,,,,,,,,julio,27,Tuesday
CASE004109,Product C,Agent_019,NOT TP,Email,Business,Billing,Account,Question,2024-09-28,,,,,,,,,,septiembre,39,Saturday
CASE004110,Product C,Agent_016,NOT TP,Web,Individual,Billing,Other,Error,2024-07-22,,,,,,,,,,julio,30,Monday
CASE004111,,Agent_042,TP,Email,Individual,General,Other,Question,2024-07-11,,,,,,WO2334,,,Premium,julio,28,Thursday
CASE004112,Product A,Agent_006,NOT TP,Email,Business,Billing,Software,Question,2024-09-02,,,,,,WO7974,,,,septiembre,36,Monday
CASE004113,Product A,Agent_002,TP,Web,Individual,Billing,Account,Installation,2024-08-25,,,,,,,,,,agosto,34,Sunday
CASE004114,Product C,Agent_031,TP,Phone,Individual,Technical,Other,Installation,2024-09-21,,,,,,,,,,septiembre,38,Saturday
CASE004115,Product B,Agent_043,NOT TP,Web,Individual,Billing,Other,Installation,2024-08-12,,,,,,,,,,agosto,33,Monday
CASE004116,,Agent_020,NOT TP,Chat,Individual,General,Software,Question,2024-09-11,,,,,,,,,,septiembre,37,Wednesday
CASE004117,Product A,Agent_011,TP,Phone,Business,General,Software,Installation,2024-07-13,,,,,,,,Center A,,julio,28,Saturday
CASE004118,Product A,Agent_046,TP,Web,Individual,Technical,Other,Configuration,2024-09-06,,,,,,,,,,septiembre,36,Friday
CASE004119,Product C,Agent_030,TP,Email,Individual,General,Account,Installation,2024-07-06,,,,,,,,,,julio,27,Saturday
CASE004120,,Agent_037,TP,Web,Individual,General,Hardware,Question,2024-07-30,,,,,,WO1639,,,,julio,31,Tuesday
CASE004121,,Agent_048,TP,Phone,Individual,General,Other,Installation,2024-07-28,,,,,,WO9113,,,,julio,30,Sunday
CASE004122,Product C,Agent_038,TP,Chat,Business,Billing,Other,Installation,2024-09-27,,,,,,,,,,septiembre,39,Friday
CASE004123,Product C,Agent_002,NOT TP,Email,Business,Technical,Account,Installation,2024-09-11,,,,,,WO8982,,,,septiembre,37,Wednesday
CASE004124,Product C,Agent_030,NOT TP,Chat,Business,Technical,Other,Configuration,2024-08-30,,,,,,,,,,agosto,35,Friday
CASE004125,Product A,Agent_030,NOT TP,Chat,Individual,Technical,Hardware,Configuration,2024-08-04,Yes,Dissatisfied,Long processing time,,,WO7850,,,,agosto,31,Sunday
CASE004126,Product B,Agent_050,NOT TP,Email,Individual,Technical,Account,Error,2024-07-06,,,,,,,,,,julio,27,Saturday
CASE004127,Product A,Agent_009,TP,Web,Individual,General,Hardware,Question,2024-07-10,,,,,,,,,,julio,28,Wednesday
CASE004128,,Agent_046,NOT TP,Web,Individual,Billing,Hardware,Configuration,2024-09-26,,,,,,,,,,septiembre,39,Thursday
CASE004129,Product A,Agent_026,NOT TP,Chat,Individual,General,Other,Configuration,2024-08-05,,,,,,,,Center C,Standard,agosto,32,Monday
CASE004130,,Agent_012,NOT TP,Web,Individual,General,Hardware,Configuration,2024-09-08,,,,,,WO5441,,,,septiembre,36,Sunday
CASE004131,,Agent_024,NOT TP,Phone,Business,General,Other,Question,2024-09-11,,,,,,,,,,septiembre,37,Wednesday
CASE004132,Product C,Agent_041,NOT TP,Chat,Individual,General,Other,Error,2024-09-23,,,,,,,,Center B,Premium,septiembre,39,Monday
CASE004133,,Agent_030,NOT TP,Chat,Individual,Technical,Account,Question,2024-07-05,,,,,,,,,,julio,27,Friday
CASE004134,Product C,Agent_046,TP,Chat,Individual,Technical,Account,Installation,2024-07-23,,,,,,,,,,julio,30,Tuesday
CASE004135,,Agent_041,NOT TP,Phone,Individual,Billing,Account,Error,2024-08-10,,,,,,,,,,agosto,32,Saturday
CASE004136,,Agent_001,NOT TP,Chat,Individual,General,Other,Installation,2024-07-03,,,,,,,,,,julio,27,Wednesday
CASE004137,Product B,Agent_041,NOT TP,Web,Individual,Technical,Hardware,Configuration,2024-07-27,,,,,,,,,,julio,30,Saturday
CASE004138,Product B,Agent_005,NOT TP,Web,Individual,Billing,Hardware,Question,2024-09-14,,,,,,,,,,septiembre,37,Saturday
CASE004139,Product A,Agent_025,TP,Web,Individual,General,Account,Installation,2024-07-19,,,,,,,,,,julio,29,Friday
CASE004140,Product C,Agent_045,TP,Web,Business,General,Account,Error,2024-09-30,,,,,,,,,Express,septiembre,40,Monday
CASE004141,,Agent_022,NOT TP,Chat,Individual,Technical,Other,Installation,2024-08-20,,,,,,,,,,agosto,34,Tuesday
CASE004142,Product C,Agent_034,NOT TP,Phone,Individual,General,Software,Installation,2024-07-10,,,,,,,,,,julio,28,Wednesday
CASE004143,,Agent_003,NOT TP,Email,Individual,General,Software,Configuration,2024-08-08,,,,,,WO3217,,,,agosto,32,Thursday
CASE004144,Product C,Agent_019,TP,Web,Individual,Technical,Other,Installation,2024-07-21,,,,,,,,,,julio,29,Sunday
CASE004145,Product A,Agent_028,TP,Email,Business,Billing,Software,Installation,2024-09-11,,Very satisfied,,Service attitude,,,,,,septiembre,37,Wednesday
CASE004146,Product C,Agent_049,NOT TP,Email,Individual,Billing,Software,Configuration,2024-07-31,,,,,,,,,,julio,31,Wednesday
CASE004147,Product B,Agent_018,NOT TP,Chat,Individual,Technical,Software,Error,2024-09-11,,,,,,,,,,septiembre,37,Wednesday
CASE004148,,Agent_045,NOT TP,Web,Business,Technical,Account,Configuration,2024-08-19,,,,,,,,,,agosto,34,Monday
CASE004149,Product C,Agent_040,NOT TP,Web,Individual,Billing,Hardware,Installation,2024-09-25,,,,,,,,,Standard,septiembre,39,Wednesday
CASE004150,,Agent_035,NOT TP,Web,Individual,Billing,Hardware,Question,2024-09-08,,,,,,WO1091,,,,septiembre,36,Sunday
CASE004151,,Agent_037,TP,Email,Individual,Technical,Account,Configuration,2024-08-12,,,,,,,,,,agosto,33,Monday
CASE004152,Product C,Agent_014,NOT TP,Web,Individual,Technical,Account,Configuration,2024-08-19,,,,,,,,,,agosto,34,Monday
CASE004153,,Agent_044,NOT TP,Web,Business,Technical,Account,Installation,2024-07-18,,,,,,,,,,julio,29,Thursday
CASE004154,,Agent_006,NOT TP,Phone,Individual,General,Software,Question,2024-09-27,,,,,,,,,,septiembre,39,Friday
CASE004155,Product A,Agent_040,NOT TP,Chat,Individual,Technical,Other,Error,2024-07-11,,,,,,,,,,julio,28,Thursday
CASE004156,Product C,Agent_022,NOT TP,Web,Individual,General,Other,Question,2024-09-03,,,,,,,,Center B,Standard,septiembre,36,Tuesday
CASE004157,,Agent_048,TP,Web,Individual,Billing,Software,Configuration,2024-08-14,,,,,,,,,,agosto,33,Wednesday
CASE004158,Product A,Agent_004,NOT TP,Chat,Individual,Billing,Software,Question,2024-07-07,,,,,,,,,Premium,julio,27,Sunday
CASE004159,Product B,Agent_033,TP,Chat,Individual,Technical,Account,Error,2024-07-13,Yes,,,,,,,,,julio,28,Saturday
CASE004160,Product C,Agent_044,NOT TP,Email,Individual,Technical,Account,Question,2024-08-25,,,,,,,,,,agosto,34,Sunday
CASE004161,Product C,Agent_024,TP,Email,Individual,Billing,Hardware,Question,2024-07-30,,,,,,,,,Express,julio,31,Tuesday
CASE004162,Product B,Agent_004,TP,Email,Business,Billing,Account,Question,2024-07-10,,,,,,,,,,julio,28,Wednesday
CASE004163,Product B,Agent_008,NOT TP,Chat,Individual,Billing,Software,Configuration,2024-08-13,,,,,,WO5498,,,,agosto,33,Tuesday
CASE004164,Product A,Agent_025,TP,Phone,Individual,Billing,Hardware,Installation,2024-09-16,,,,,,,,Center C,Standard,septiembre,38,Monday
CASE004165,,Agent_024,NOT TP,Web,Individual,Technical,Account,Installation,2024-09-17,,,,,,WO7982,,Center B,Express,septiembre,38,Tuesday
CASE004166,Product B,Agent_030,NOT TP,Chat,Business,General,Hardware,Question,2024-09-15,,,,,,,,,,septiembre,37,Sunday
CASE004167,Product C,Agent_040,TP,Phone,Business,Billing,Hardware,Configuration,2024-08-20,,,,,,,,,,agosto,34,Tuesday
CASE004168,Product B,Agent_003,NOT TP,Chat,Business,Billing,Account,Configuration,2024-08-11,,,,,,,,,,agosto,32,Sunday
CASE004169,,Agent_024,NOT TP,Phone,Individual,General,Other,Configuration,2024-07-04,,,,,,,,,,julio,27,Thursday
CASE004170,Product A,Agent_024,NOT TP,Chat,Business,Technical,Software,Installation,2024-09-20,,,,,,,,,,septiembre,38,Friday
CASE004171,Product B,Agent_012,TP,Chat,Individual,General,Software,Configuration,2024-08-04,,,,,,,,,,agosto,31,Sunday
CASE004172,Product B,Agent_042,TP,Phone,Individual,Technical,Hardware,Question,2024-08-27,,,,,,,,,,agosto,35,Tuesday
CASE004173,Product B,Agent_036,TP,Phone,Individual,Technical,Other,Installation,2024-09-01,,,,,,,,,,septiembre,35,Sunday
CASE004174,Product A,Agent_046,TP,Phone,Business,Technical,Other,Configuration,2024-07-30,Yes,,,,,,,,,julio,31,Tuesday
CASE004175,,Agent_005,TP,Phone,Business,Technical,Account,Question,2024-08-15,,,,,,,,,,agosto,33,Thursday
CASE004176,Product C,Agent_036,NOT TP,Phone,Business,Technical,Account,Installation,2024-09-09,,,,,,,,,,septiembre,37,Monday
CASE004177,Product B,Agent_046,NOT TP,Phone,Business,Billing,Software,Configuration,2024-08-18,,,,,,,,,,agosto,33,Sunday
CASE004178,,Agent_050,NOT TP,Phone,Individual,Technical,Account,Error,2024-08-25,,Dissatisfied,,,,,,,,agosto,34,Sunday
CASE004179,,Agent_014,NOT TP,Phone,Individual,Billing,Account,Question,2024-07-24,,,,,,,,,,julio,30,Wednesday
CASE004180,Product C,Agent_009,TP,Chat,Individual,Technical,Hardware,Error,2024-09-26,,Very satisfied,,,,,,,,septiembre,39,Thursday
CASE004181,Product C,Agent_022,TP,Phone,Business,Billing,Other,Installation,2024-09-13,,,,,,,,,,septiembre,37,Friday
CASE004182,Product A,Agent_016,TP,Phone,Individual,General,Other,Configuration,2024-09-23,,,,,,,,,,septiembre,39,Monday
CASE004183,,Agent_035,TP,Chat,Business,General,Account,Question,2024-08-18,,,,,,,,,,agosto,33,Sunday
CASE004184,,Agent_008,NOT TP,Chat,Individual,Billing,Account,Question,2024-07-11,,,,,,,,,,julio,28,Thursday
CASE004185,,Agent_042,NOT TP,Email,Individual,Technical,Account,Question,2024-09-18,,,,,,,,,,septiembre,38,Wednesday
CASE004186,Product B,Agent_031,TP,Email,Individual,Billing,Software,Error,2024-08-07,,,,,,WO8756,,,,agosto,32,Wednesday
CASE004187,Product A,Agent_048,TP,Phone,Individual,Billing,Software,Configuration,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE004188,Product B,Agent_049,NOT TP,Phone,Business,Technical,Hardware,Configuration,2024-09-30,,,,,,,,,,septiembre,40,Monday
CASE004189,Product B,Agent_038,NOT TP,Email,Individual,General,Software,Configuration,2024-07-10,,,,,,,,,,julio,28,Wednesday
CASE004190,,Agent_045,TP,Email,Individual,Billing,Other,Error,2024-07-11,,,,,,,,,,julio,28,Thursday
CASE004191,,Agent_014,NOT TP,Web,Individual,General,Software,Installation,2024-08-04,,,,,,WO3400,,Center A,,agosto,31,Sunday
CASE004192,,Agent_049,NOT TP,Web,Individual,General,Other,Error,2024-07-20,,,,,,,,,Standard,julio,29,Saturday
CASE004193,,Agent_048,TP,Phone,Individual,General,Software,Installation,2024-08-18,,,,,,,,,,agosto,33,Sunday
CASE004194,,Agent_049,TP,Web,Individual,Billing,Software,Error,2024-09-30,,,,,,,,,,septiembre,40,Monday
CASE004195,Product B,Agent_015,NOT TP,Email,Business,Billing,Hardware,Configuration,2024-09-20,,,,,,,,,,septiembre,38,Friday
CASE004196,Product C,Agent_021,NOT TP,Phone,Individual,Technical,Account,Configuration,2024-07-20,,,,,,WO3244,,,Standard,julio,29,Saturday
CASE004197,Product B,Agent_023,NOT TP,Chat,Individual,Technical,Account,Configuration,2024-08-19,,,,,,,,,,agosto,34,Monday
CASE004198,Product C,Agent_018,TP,Chat,Individual,Billing,Account,Error,2024-08-10,,,,,,,,,,agosto,32,Saturday
CASE004199,Product B,Agent_033,TP,Email,Individual,Technical,Hardware,Question,2024-08-16,,,,,,,,,,agosto,33,Friday
CASE004200,Product B,Agent_044,NOT TP,Web,Individual,General,Other,Error,2024-07-14,,,,,,,,,,julio,28,Sunday
CASE004201,,Agent_028,NOT TP,Chat,Individual,General,Software,Installation,2024-07-12,,,,,,,,,Standard,julio,28,Friday
CASE004202,Product C,Agent_018,TP,Web,Individual,Billing,Hardware,Error,2024-07-01,,,,,,,,,Express,julio,27,Monday
CASE004203,,Agent_004,NOT TP,Chat,Individual,General,Other,Installation,2024-08-09,,,,,,,,,,agosto,32,Friday
CASE004204,,Agent_005,NOT TP,Web,Individual,Billing,Hardware,Error,2024-08-26,,,,,,,,,,agosto,35,Monday
CASE004205,,Agent_024,NOT TP,Chat,Business,Billing,Hardware,Question,2024-08-16,,,,,,,,,Standard,agosto,33,Friday
CASE004206,Product C,Agent_023,NOT TP,Chat,Business,Billing,Other,Question,2024-08-04,,,,,,,,,,agosto,31,Sunday
CASE004207,Product C,Agent_029,NOT TP,Phone,Individual,General,Account,Configuration,2024-07-14,,,,,,,,,,julio,28,Sunday
CASE004208,Product B,Agent_032,NOT TP,Phone,Individual,Billing,Software,Question,2024-07-17,,,,,,,,,,julio,29,Wednesday
CASE004209,Product B,Agent_033,NOT TP,Email,Individual,Billing,Account,Error,2024-07-12,,,,,,,,,,julio,28,Friday
CASE004210,Product A,Agent_034,TP,Chat,Individual,Technical,Hardware,Question,2024-07-24,,,,,,WO4504,,,,julio,30,Wednesday
CASE004211,Product C,Agent_008,NOT TP,Web,Business,General,Other,Configuration,2024-08-25,,,,,,WO5550,,,,agosto,34,Sunday
CASE004212,Product B,Agent_031,TP,Chat,Business,Billing,Hardware,Error,2024-08-27,,Very satisfied,,Problem processing time,,,,,,agosto,35,Tuesday
CASE004213,Product C,Agent_046,NOT TP,Web,Individual,Technical,Account,Installation,2024-09-10,,,,,,WO8235,,,,septiembre,37,Tuesday
CASE004214,,Agent_035,TP,Web,Individual,Billing,Account,Error,2024-09-10,,,,,,,,,,septiembre,37,Tuesday
CASE004215,,Agent_044,TP,Chat,Individual,General,Account,Configuration,2024-09-04,,,,,,,,,Standard,septiembre,36,Wednesday
CASE004216,Product C,Agent_035,TP,Web,Individual,Technical,Software,Question,2024-08-22,,,,,,,,Center B,Standard,agosto,34,Thursday
CASE004217,,Agent_019,TP,Email,Business,Technical,Account,Question,2024-07-14,,,,,,,,,,julio,28,Sunday
CASE004218,Product C,Agent_029,NOT TP,Phone,Individual,Billing,Software,Error,2024-07-04,,,,,,,,,,julio,27,Thursday
CASE004219,Product A,Agent_040,NOT TP,Web,Individual,Billing,Software,Installation,2024-07-12,,,,,,,,,,julio,28,Friday
CASE004220,Product C,Agent_024,NOT TP,Chat,Individual,General,Account,Installation,2024-08-15,,,,,,,,,Standard,agosto,33,Thursday
CASE004221,,Agent_044,TP,Phone,Individual,General,Other,Installation,2024-09-09,,,,,,,,,,septiembre,37,Monday
CASE004222,Product B,Agent_045,TP,Email,Individual,Billing,Hardware,Installation,2024-07-12,,,,,,,,,,julio,28,Friday
CASE004223,Product A,Agent_005,TP,Web,Individual,Technical,Hardware,Error,2024-09-15,,,,,,,,,,septiembre,37,Sunday
CASE004224,Product B,Agent_013,TP,Web,Individual,General,Software,Question,2024-09-15,,,,,,,,,,septiembre,37,Sunday
CASE004225,Product A,Agent_030,NOT TP,Phone,Business,General,Software,Installation,2024-08-11,,,,,,,,,,agosto,32,Sunday
CASE004226,Product C,Agent_006,TP,Web,Business,Technical,Software,Error,2024-08-19,,,,,,,,,,agosto,34,Monday
CASE004227,Product B,Agent_006,TP,Chat,Individual,Billing,Hardware,Error,2024-07-02,,,,,,WO4129,,,,julio,27,Tuesday
CASE004228,,Agent_026,TP,Phone,Business,General,Software,Error,2024-08-07,,,,,,,,,,agosto,32,Wednesday
CASE004229,Product C,Agent_012,TP,Phone,Individual,Technical,Other,Installation,2024-08-22,,,,,,,,,,agosto,34,Thursday
CASE004230,,Agent_019,NOT TP,Web,Business,General,Other,Installation,2024-08-19,,,,,,,,,Premium,agosto,34,Monday
CASE004231,,Agent_005,NOT TP,Email,Business,Technical,Software,Error,2024-07-11,,,,,,,,Center A,,julio,28,Thursday
CASE004232,,Agent_007,TP,Email,Individual,General,Hardware,Error,2024-09-10,,,,,,,,,,septiembre,37,Tuesday
CASE004233,Product C,Agent_011,TP,Email,Business,Billing,Account,Error,2024-08-01,,,,,,,,,Standard,agosto,31,Thursday
CASE004234,,Agent_018,TP,Email,Individual,Technical,Hardware,Question,2024-09-12,,,,,,,,,,septiembre,37,Thursday
CASE004235,,Agent_008,TP,Phone,Individual,General,Account,Question,2024-09-05,,,,,,,,,,septiembre,36,Thursday
CASE004236,Product C,Agent_045,TP,Phone,Individual,General,Account,Configuration,2024-07-22,,,,,,,,,,julio,30,Monday
CASE004237,Product C,Agent_010,NOT TP,Web,Business,Technical,Software,Configuration,2024-09-26,,,,,,,,,,septiembre,39,Thursday
CASE004238,,Agent_032,NOT TP,Email,Business,Technical,Other,Installation,2024-08-18,,,,,,,,,,agosto,33,Sunday
CASE004239,Product B,Agent_010,NOT TP,Email,Individual,Billing,Software,Question,2024-07-22,,,,,,WO5473,,,,julio,30,Monday
CASE004240,Product C,Agent_014,NOT TP,Web,Individual,Technical,Account,Configuration,2024-07-18,,,,,,,,,,julio,29,Thursday
CASE004241,,Agent_034,NOT TP,Web,Individual,General,Software,Error,2024-08-04,,,,,,,,,Standard,agosto,31,Sunday
CASE004242,Product C,Agent_041,NOT TP,Web,Business,Billing,Account,Error,2024-08-08,,Very satisfied,,,,,,,Premium,agosto,32,Thursday
CASE004243,Product A,Agent_002,NOT TP,Chat,Individual,Technical,Software,Installation,2024-08-04,,,,,,,,,,agosto,31,Sunday
CASE004244,Product B,Agent_019,NOT TP,Web,Business,General,Other,Installation,2024-09-02,,,,,,,,,,septiembre,36,Monday
CASE004245,Product A,Agent_027,TP,Web,Individual,Technical,Other,Configuration,2024-07-19,,,,,,,,,,julio,29,Friday
CASE004246,Product B,Agent_044,NOT TP,Chat,Individual,General,Hardware,Error,2024-07-09,,,,,,,,,,julio,28,Tuesday
CASE004247,,Agent_035,NOT TP,Email,Individual,General,Account,Installation,2024-07-22,,,,,,WO1498,,,Standard,julio,30,Monday
CASE004248,Product B,Agent_009,NOT TP,Phone,Business,Billing,Account,Installation,2024-08-25,,,,,,WO8713,,,Standard,agosto,34,Sunday
CASE004249,,Agent_031,NOT TP,Email,Individual,Billing,Software,Question,2024-08-05,,,,,,WO8446,,,,agosto,32,Monday
CASE004250,Product A,Agent_023,NOT TP,Phone,Business,Technical,Hardware,Configuration,2024-08-23,,,,,,,,,,agosto,34,Friday
CASE004251,,Agent_027,TP,Phone,Individual,Billing,Other,Installation,2024-08-08,,,,,,,,Center A,,agosto,32,Thursday
CASE004252,Product C,Agent_029,NOT TP,Web,Individual,Technical,Software,Configuration,2024-08-31,,Neutral,,,,WO9938,,,Standard,agosto,35,Saturday
CASE004253,,Agent_048,TP,Web,Business,Billing,Hardware,Error,2024-07-10,,,,,,WO1625,,,,julio,28,Wednesday
CASE004254,Product A,Agent_042,TP,Chat,Business,Billing,Other,Configuration,2024-08-16,,,,,,,,,,agosto,33,Friday
